id	bmi	steps	height	weight	income	resting_heart_rate	shoe_size
786	20.7	12419	183.0	69.3	12000	66	44.5
1211	28.9	13543	172.5	86.0	51000	59	42.5
1316	21.7	12206	186.2	75.2	29200	63	44.5
204	18.6	850	184.8	63.5	36700	71	43.5
1109	18.8	941	170.2	54.5	66500	64	42.5
1416	17.5	7318	184.3	59.4	45300	65	44.5
943	22.4	14848	174.7	68.4	85300	62	43.0
781	31.8	7864	185.0	108.8	56800	62	43.5
1112	27.4	304	175.6	84.5	33300	74	43.5
1444	22.3	11478	174.3	67.7	46700	63	43.0
1764	28.7	12692	175.0	87.9	62200	64	42.5
785	26.2	3462	171.2	76.8	58900	72	43.0
823	25.7	5526	167.6	72.2	41300	72	42.0
521	21.5	12237	160.5	55.4	29000	59	41.5
948	31.9	13755	170.6	92.8	45700	64	42.5
482	18.5	12389	196.4	71.4	71400	63	46.0
1766	22.0	14423	181.3	72.3	43300	62	44.0
1377	24.1	14271	191.0	87.9	45600	65	44.5
570	23.6	12328	175.8	72.9	62300	67	43.5
656	23.7	14970	174.7	72.3	59700	66	43.5
917	29.6	14028	190.0	106.9	23500	64	45.0
1291	21.9	12510	180.6	71.4	41200	66	43.5
1702	24.7	14514	171.3	72.5	63700	65	41.5
1332	24.4	9595	182.4	81.2	43600	64	43.5
536	18.6	12753	186.8	64.9	65200	59	45.0
13	17.6	729	168.0	49.7	55300	80	43.0
1314	31.0	11721	181.3	101.9	36800	65	43.5
368	25.9	11508	168.5	73.5	47900	69	41.0
479	23.5	10779	186.4	81.7	59700	64	43.0
1699	22.5	11022	179.6	72.6	34100	65	44.5
1310	31.8	8259	182.4	105.8	43700	69	43.5
478	24.1	12206	176.5	75.1	52600	69	44.0
1039	16.3	4524	165.5	44.6	42500	77	40.5
1420	24.0	4646	174.9	73.4	58600	71	43.0
688	24.7	1761	184.5	84.1	37100	80	44.5
633	24.8	1640	192.0	91.4	42900	78	44.5
1000	25.7	5496	180.0	83.3	62400	77	43.5
197	21.7	13269	173.2	65.1	67900	69	43.5
519	19.5	4524	181.7	64.4	40900	73	44.5
839	20.6	13269	183.9	69.7	25400	54	44.0
1674	20.4	11296	178.9	65.3	46800	60	43.5
1006	19.7	9929	178.5	62.8	49800	70	43.0
542	31.3	11113	179.5	100.8	37100	67	44.0
534	22.4	12814	178.3	71.2	74700	65	42.5
1237	20.4	2308	180.1	66.2	33100	82	43.0
90	31.6	11964	190.8	115.0	40800	61	45.0
165	24.5	12966	163.8	65.7	72700	64	40.5
183	24.9	11053	176.3	77.4	68300	66	42.0
1672	22.1	9474	171.5	65.0	35300	73	43.0
1601	17.6	7925	186.3	61.1	55800	65	45.5
1668	24.2	8289	177.0	75.8	46300	69	42.5
1136	19.5	4464	181.9	64.5	43100	73	43.0
213	17.6	8016	188.0	62.2	69400	68	44.5
424	21.4	11144	170.4	62.1	38900	70	42.5
692	19.0	9109	174.3	57.7	41900	71	44.0
944	31.5	14332	187.3	110.5	35600	61	44.0
255	26.0	1943	170.2	75.3	52600	65	42.0
302	31.3	10840	174.5	95.3	52200	63	43.0
1433	20.7	12632	166.8	57.6	38300	72	42.0
1429	25.1	9777	187.5	88.2	25400	60	44.5
1355	25.2	11478	173.9	76.2	34700	64	42.5
1117	28.2	6650	180.5	91.9	31500	67	43.0
1786	18.6	5192	182.7	62.1	46600	69	46.0
1330	25.7	5526	172.4	76.4	29700	71	41.5
1242	22.8	14484	164.7	61.8	38900	62	42.0
770	29.6	14059	176.5	92.2	28400	64	41.0
1715	20.6	9990	176.3	64.0	45500	68	43.0
657	25.6	7136	177.6	80.7	71500	68	44.5
876	26.1	12753	177.6	82.3	49900	65	44.0
916	29.0	11660	174.5	88.3	70300	68	42.0
1132	18.8	972	174.2	57.0	47300	74	43.0
1024	28.7	12024	180.1	93.1	49500	76	43.5
905	25.3	10688	172.2	75.0	34200	64	42.0
1769	23.7	4342	177.3	74.5	53000	77	43.0
1765	16.7	850	174.1	50.6	32200	75	42.0
1200	22.4	9140	180.1	72.7	27700	78	42.5
239	20.3	12601	185.8	70.1	29100	63	43.0
904	15.5	3370	186.0	53.6	40600	74	43.5
546	17.7	759	187.0	61.9	38500	77	45.5
1234	23.3	12237	175.7	71.9	80300	78	43.0
1641	25.7	5405	176.2	79.8	52200	71	43.0
1352	31.3	10779	169.1	89.5	40600	67	42.5
1169	21.6	12237	175.6	66.6	45700	59	43.0
1467	25.6	10294	175.9	79.2	80600	71	43.5
592	22.1	13239	173.7	66.7	40700	60	42.0
1075	24.7	4676	173.6	74.4	40900	67	43.5
171	24.0	10628	166.1	66.2	57900	65	42.0
1539	31.2	13360	168.6	88.7	49700	63	42.0
1090	21.6	12267	178.3	68.7	38100	67	43.0
175	24.9	10111	178.6	79.4	50000	71	44.0
848	25.6	9291	181.4	84.2	51200	70	44.0
1552	21.6	12510	176.2	67.1	56500	61	43.5
455	24.2	3492	178.1	76.8	45900	74	41.5
813	24.9	11235	186.8	86.9	80100	63	44.5
196	26.6	12814	177.6	83.9	53600	64	43.5
1619	21.1	11872	173.6	63.6	55300	69	42.5
851	28.4	12237	169.7	81.8	12000	77	42.0
1701	24.9	759	183.6	83.9	66800	70	44.0
952	28.4	213	166.1	78.4	48500	67	41.5
469	26.3	850	172.1	77.9	28800	72	43.0
725	21.8	182	180.9	71.3	45600	78	42.5
181	26.0	12662	164.7	70.5	51700	70	43.0
1281	25.9	11265	173.7	78.1	71300	58	42.5
618	29.5	8502	178.9	94.4	51500	72	44.5
1013	21.1	7470	175.3	64.8	62200	69	43.5
1205	20.0	10476	171.1	58.6	44400	57	41.0
596	30.6	14119	173.8	92.4	57600	62	43.5
1213	26.4	820	183.7	89.1	37800	70	44.0
1432	26.0	12692	190.8	94.7	59500	65	45.0
1510	22.3	14727	179.0	71.5	45000	64	42.5
868	25.5	9170	164.1	68.7	54900	69	41.0
290	19.8	10142	182.0	65.6	39200	60	44.5
824	19.3	11599	175.2	59.2	47000	61	41.5
1452	15.5	3340	170.3	45.0	38500	82	43.0
1737	15.4	2976	172.4	45.8	31900	72	43.0
862	31.5	12389	172.7	93.9	37800	67	44.0
1431	21.3	12328	168.1	60.2	39800	65	44.0
1172	24.0	3887	177.6	75.7	41500	67	42.5
1043	20.1	13634	190.8	73.2	50300	70	45.5
1053	31.5	11721	170.3	91.4	53100	62	42.0
1647	24.9	14059	190.6	90.5	60100	65	44.5
1785	26.1	2672	179.5	84.1	39300	75	44.5
1370	23.8	4099	177.3	74.8	40900	76	43.5
1670	22.6	14879	175.7	69.8	74100	64	44.0
172	26.1	12358	172.4	77.6	49000	67	43.5
358	24.2	13360	180.0	78.4	38100	67	43.5
989	17.1	881	181.7	56.5	57100	81	45.0
9	23.7	4676	161.0	61.4	33800	58	40.0
962	28.2	12874	195.8	108.1	69900	69	46.0
866	25.1	881	165.3	68.6	42400	85	42.0
1422	19.6	11174	174.3	59.5	35800	58	42.0
187	25.7	6741	160.1	65.9	42300	62	41.0
246	25.7	4008	176.1	79.7	43600	74	44.0
1038	26.1	12814	174.8	79.7	74100	69	41.5
145	21.8	5860	174.4	66.3	41800	75	43.0
185	24.4	12540	180.1	79.1	37800	62	42.5
1693	27.3	6650	176.3	84.9	37400	65	43.5
563	24.4	12966	181.8	80.6	52100	61	43.0
1348	17.7	5466	169.3	50.7	43900	66	43.5
236	20.4	11022	178.5	65.0	69300	65	44.0
828	22.1	9140	173.6	66.6	45900	57	44.0
1598	32.0	13421	175.4	98.4	61100	70	42.0
373	21.1	7834	179.9	68.3	54200	68	43.5
1290	25.4	12540	174.5	77.3	44600	66	42.5
593	16.2	668	177.3	50.9	46500	75	43.5
223	29.6	14150	169.9	85.4	69100	57	42.5
562	20.4	11326	185.7	70.3	33300	64	43.5
79	25.4	4251	183.1	85.2	60100	77	43.5
339	25.3	4798	178.7	80.8	70700	70	45.0
1337	21.0	14150	176.3	65.3	34400	61	43.5
1399	31.7	9717	177.3	99.6	60700	65	42.5
1515	17.6	6741	185.5	60.6	64100	76	42.5
1611	22.5	14514	182.6	75.0	33900	63	44.0
74	20.7	1700	185.6	71.3	52100	68	43.5
191	32.0	13543	175.6	98.7	39000	68	43.5
1409	28.9	9960	181.4	95.1	54900	64	43.5
954	24.3	972	186.3	84.3	56200	78	43.5
476	22.6	14909	171.5	66.5	61600	62	43.0
806	24.7	4281	171.1	72.3	22000	75	42.0
1761	24.6	2520	179.9	79.6	68200	78	43.5
843	17.6	7834	169.4	50.5	70900	74	43.0
1478	31.8	9170	165.3	86.9	56700	74	42.0
759	30.1	12055	186.2	104.4	61600	66	43.5
136	23.8	14970	187.4	83.6	46200	65	45.0
1556	17.7	698	169.7	51.0	29600	70	40.0
400	21.4	12571	168.0	60.4	37000	75	41.0
973	25.5	12632	173.4	76.7	59800	66	43.5
1650	25.4	10870	186.8	88.6	70400	66	44.5
664	22.1	334	175.1	67.8	38800	74	43.0
703	24.0	12419	178.7	76.6	43900	59	44.0
1185	21.8	12389	180.3	70.9	58100	69	43.5
40	30.2	11903	179.2	97.0	34600	64	44.5
959	24.0	12055	188.5	85.3	46400	63	44.0
1590	23.0	5951	173.0	68.8	39100	72	42.5
86	21.9	14879	177.3	68.8	63700	59	44.0
867	21.4	13148	179.6	69.0	66800	57	42.5
997	28.7	11235	177.7	90.6	52500	69	44.5
426	26.2	11296	169.5	75.3	45900	60	41.0
390	24.9	13877	167.7	70.0	48800	64	43.0
799	20.7	12601	167.5	58.1	49200	69	41.5
1267	27.3	638	183.1	91.5	60700	69	43.5
1221	23.9	13026	172.3	71.0	39700	66	42.5
1097	25.7	9747	181.3	84.5	43000	70	44.0
667	31.6	11872	178.6	100.8	28900	61	44.0
283	25.7	13148	171.2	75.3	40700	65	42.5
107	24.4	3735	171.4	71.7	51500	61	41.5
713	20.3	2520	178.9	65.0	46900	70	43.0
111	31.9	13209	178.5	101.6	18300	67	44.0
326	18.8	11569	181.4	61.9	40100	73	43.0
1751	24.6	14059	174.8	75.2	38000	58	43.0
1265	24.5	3826	172.1	72.6	33300	65	42.0
1295	23.1	14453	178.8	73.8	79400	71	44.5
1770	23.9	13026	187.9	84.4	37500	58	45.0
1448	25.6	6832	164.9	69.6	50200	73	41.5
63	22.1	8198	172.4	65.7	45400	80	43.5
1076	15.5	3644	182.1	51.4	40900	69	44.0
1266	25.6	4099	179.5	82.5	33000	73	43.0
1187	19.4	9261	182.2	64.4	59200	73	43.5
69	21.0	9808	175.0	64.3	45100	72	44.5
679	19.6	13087	166.7	54.5	57200	65	41.5
1627	23.3	4676	189.7	83.8	46500	71	44.5
931	20.2	2794	185.6	69.6	64100	77	45.0
946	31.3	10870	177.8	98.9	59400	63	45.0
1437	18.8	11630	172.1	55.7	54400	72	43.0
1276	17.5	7136	174.6	53.3	54200	67	42.5
1688	31.7	12874	179.6	102.3	25300	60	45.0
1235	21.9	5709	176.2	68.0	47600	73	43.0
711	23.7	10749	177.9	75.0	50300	62	44.0
991	22.4	9747	189.3	80.3	59400	62	45.0
1082	31.5	13785	184.5	107.2	37900	69	44.5
1723	23.4	11083	169.8	67.5	57200	60	41.0
1071	25.3	12935	178.5	80.6	79400	60	42.5
1588	19.7	9383	174.4	59.9	38300	68	43.5
771	21.6	6225	180.1	70.1	27900	68	45.5
42	25.4	12905	177.6	80.1	78700	65	44.0
861	24.7	2095	198.8	97.6	31700	78	47.5
299	19.2	4646	181.0	62.9	31900	74	44.5
518	18.6	11903	177.1	58.3	26000	69	43.5
221	24.0	11721	190.9	87.5	57800	58	44.5
105	24.5	9383	179.4	78.9	71700	67	44.0
1173	26.3	12814	167.4	73.7	69100	66	44.0
639	29.2	12571	177.1	91.6	49800	63	44.5
178	15.5	3097	182.3	51.5	37700	79	42.5
1695	20.4	2611	181.4	67.1	42000	74	45.5
527	31.5	12206	185.0	107.8	42900	68	44.0
1417	23.0	6134	179.1	73.8	53700	67	43.0
624	23.4	9140	178.6	74.6	59700	62	43.5
782	23.0	11387	168.2	65.1	26600	67	41.5
244	31.8	13785	188.7	113.2	34000	59	45.5
423	26.6	12783	175.9	82.3	44900	68	42.5
369	21.0	13117	171.1	61.5	46400	58	42.0
1306	31.5	7318	196.4	121.5	47500	74	45.5
1286	20.3	8745	189.8	73.1	35100	67	44.0
208	24.7	4251	174.9	75.6	65000	69	43.5
1675	23.3	14484	164.8	63.3	57000	62	40.5
495	22.0	12237	173.0	65.8	43400	69	41.5
1578	23.2	8198	189.1	83.0	37500	64	44.0
970	20.2	8775	179.2	64.9	48400	74	44.0
327	21.4	12206	168.6	60.8	33600	75	42.5
1621	28.0	12874	183.5	94.3	54400	63	43.5
1050	21.7	759	176.5	67.6	43400	70	44.0
55	19.0	12510	173.5	57.2	51500	62	43.0
1240	21.4	12419	174.0	64.8	58600	67	42.0
24	24.0	12115	187.1	84.0	34400	77	43.5
1447	22.4	13178	181.8	74.0	42600	63	44.0
758	18.9	9018	167.6	53.1	60000	73	43.5
736	24.2	14241	180.6	78.9	84400	66	43.5
582	26.8	6650	178.8	85.7	22700	80	41.5
684	29.1	9049	175.1	89.2	61900	65	44.0
721	21.2	12267	175.4	65.2	58600	62	42.5
744	24.9	13239	171.9	73.6	74400	72	42.0
1727	27.7	12510	173.4	83.3	40700	69	43.0
31	24.4	3735	180.0	79.1	54100	70	43.5
1018	23.0	5617	176.1	71.3	46100	71	42.5
113	24.3	789	181.8	80.3	65200	74	43.5
421	29.0	13026	172.5	86.3	74900	61	42.5
835	20.0	10567	183.0	67.0	54800	67	44.0
380	22.2	12419	187.2	77.8	35400	68	43.5
1190	25.0	14059	178.0	79.2	71900	70	43.5
1026	21.7	9200	181.6	71.6	53300	72	44.5
1694	17.5	820	181.9	57.9	53200	79	44.0
279	27.5	9200	174.5	83.7	67500	63	42.0
1001	25.5	7257	181.9	84.4	34900	67	43.5
1274	31.3	14453	162.1	82.2	51300	67	43.0
1198	28.1	9200	159.3	71.3	50800	66	40.0
726	31.7	7743	175.7	97.9	37100	68	42.5
438	25.2	607	182.4	83.8	33200	72	43.5
303	29.1	11508	177.4	91.6	69900	64	43.5
1060	20.4	10111	183.2	68.5	56300	68	45.0
1387	21.7	14757	169.6	62.4	38200	64	43.5
497	18.5	12237	184.2	62.8	48000	73	44.0
278	21.9	11933	189.4	78.6	68400	64	45.0
893	19.2	12024	173.1	57.5	47300	62	43.0
1162	19.4	12783	183.4	65.3	55500	69	45.5
683	28.8	14271	178.2	91.5	39600	52	42.5
1202	15.9	4221	181.1	52.1	51000	74	43.0
151	24.9	10992	189.4	89.3	27500	63	45.0
1530	20.7	14211	180.3	67.3	60900	61	44.0
1718	22.2	9717	183.4	74.7	56300	63	43.5
222	23.5	14970	169.2	67.3	29700	65	42.0
1499	24.6	12206	183.1	82.5	57700	65	44.0
1250	28.8	11053	189.3	103.2	59500	64	45.5
1375	21.4	9261	171.5	62.9	30700	69	43.0
1648	23.8	911	175.7	73.5	55800	70	44.5
15	24.9	12814	182.8	83.2	32600	71	43.5
783	26.8	12237	181.1	87.9	41800	58	44.5
508	28.2	9231	168.5	80.1	36700	65	43.5
156	21.9	11174	179.2	70.3	29400	68	43.5
1607	19.7	9777	175.7	60.8	50900	68	44.5
977	20.4	12783	171.2	59.8	48800	62	43.5
877	23.3	4676	187.5	81.9	58000	74	43.5
1678	29.5	13846	178.0	93.5	19300	67	45.5
372	24.0	11964	184.9	82.1	44600	66	44.5
810	23.4	11478	169.8	67.5	45700	70	41.5
316	20.1	12996	182.1	66.7	52000	70	44.0
847	25.1	12571	185.4	86.3	48200	61	45.0
1193	25.1	9747	176.3	78.0	47800	73	44.0
1244	21.8	12358	174.5	66.4	45600	69	43.5
963	31.2	11842	168.9	89.0	38400	70	42.0
116	24.7	14271	171.9	73.0	44900	63	42.5
1104	23.4	11113	174.8	71.5	53400	63	43.0
1749	26.0	12601	171.2	76.2	48100	67	42.0
17	16.8	4889	172.6	50.0	44100	65	42.0
250	24.3	12571	179.1	77.9	42600	62	43.5
1180	31.3	10870	179.9	101.3	34400	72	43.0
649	20.4	12844	185.6	70.3	50700	61	44.5
544	19.7	9777	172.7	58.8	60300	70	42.5
1191	19.5	364	178.2	61.9	58600	76	41.5
884	15.5	2885	175.1	47.5	41100	75	43.5
270	24.2	13026	174.6	73.8	28300	63	44.5
1268	21.1	7925	175.8	65.2	51600	70	43.5
1637	22.8	14484	176.6	71.1	39900	50	43.5
1575	26.0	2034	179.8	84.1	38700	81	43.5
842	26.1	2642	175.7	80.6	50800	62	42.5
1501	23.8	11721	186.6	82.9	63200	66	44.0
1103	25.9	12905	166.1	71.5	57800	58	44.0
760	18.8	1123	185.4	64.6	63000	76	44.5
1223	19.2	9200	175.4	59.1	62100	69	41.0
1176	20.8	12449	176.7	64.9	50400	63	44.5
856	26.9	6619	177.9	85.1	33900	73	43.0
39	19.8	13360	182.9	66.2	37300	57	44.0
1366	24.6	2520	171.8	72.6	59300	72	44.0
731	26.5	759	173.4	79.7	44700	76	44.0
1600	21.9	12419	181.5	72.1	82000	62	42.5
1428	22.3	13209	166.1	61.5	32600	59	42.0
1456	20.6	8532	177.8	65.1	67800	63	44.5
1270	21.8	14787	172.4	64.8	46600	56	43.0
1649	23.6	516	170.9	68.9	29300	80	43.5
1261	21.8	12328	166.5	60.4	45000	65	42.5
727	20.3	12632	183.4	68.3	54700	60	44.5
1660	25.2	4706	179.1	80.8	21700	79	42.5
1275	31.3	14484	173.3	94.0	42300	63	42.5
1476	19.6	4281	176.8	61.3	41100	77	42.5
680	31.0	6680	170.3	89.9	19900	72	42.5
262	31.2	11872	174.2	94.7	38200	68	42.5
308	22.6	11569	176.6	70.5	66700	72	43.0
1595	31.8	12966	178.4	101.2	46100	74	45.5
85	31.6	11751	180.7	103.2	38800	69	43.0
1745	19.3	4615	165.4	52.8	37700	66	41.5
792	25.0	8654	180.8	81.7	52100	74	43.5
193	27.4	9200	165.9	75.4	38100	69	43.0
1449	24.9	8593	181.0	81.6	52200	60	45.5
78	16.6	820	176.5	51.7	26000	69	43.0
836	26.5	11508	185.6	91.3	40000	61	43.0
922	31.4	12085	173.3	94.3	67300	62	42.0
10	19.1	9140	183.5	64.3	47800	68	45.0
254	30.0	6741	169.8	86.5	16100	68	42.0
1285	25.5	5162	178.7	81.4	33100	76	44.5
1722	19.8	10840	163.7	53.1	60200	68	43.0
1144	29.0	10354	184.2	98.4	45800	69	44.0
1133	22.0	13117	190.1	79.5	44100	65	43.5
381	24.7	3978	173.1	74.0	44200	66	42.5
148	27.9	12480	178.9	89.3	48100	63	43.5
855	18.5	12115	181.1	60.7	44500	72	42.5
131	21.8	11204	167.1	60.9	44600	74	42.5
410	17.6	6589	172.8	52.6	49000	64	43.5
399	23.7	638	172.3	70.4	32600	61	43.0
1239	22.8	10931	194.8	86.5	32900	72	45.0
765	24.4	8381	185.3	83.8	30200	71	43.5
493	30.0	12146	176.5	93.5	48200	71	43.0
1482	25.2	7621	183.5	84.9	54200	70	45.5
1602	21.5	9231	179.5	69.3	28100	71	43.5
1497	29.6	8441	182.2	98.3	27500	72	43.5
1252	26.3	820	170.6	76.5	33900	70	42.5
216	25.6	6984	187.6	90.1	58500	71	44.0
