id	bmi	steps	height	weight	income	resting_heart_rate	shoe_size
87	21.7	12085	157.5	53.8	55600	70	41.5
870	23.9	8289	171.2	70.0	49600	59	42.0
957	23.7	12449	168.4	67.2	51600	62	42.0
1756	15.6	2520	166.4	43.2	36200	81	42.0
987	20.4	10172	156.4	49.9	33100	73	40.5
1427	16.2	1397	157.4	40.1	42400	73	42.0
1078	25.4	7379	155.0	61.0	36600	65	39.5
75	24.7	2460	167.8	69.5	65700	68	42.0
661	22.8	5223	171.6	67.1	42900	76	43.5
1586	23.6	577	168.0	66.6	62100	69	42.0
588	26.3	911	177.7	83.0	12000	90	43.0
741	23.0	6164	162.1	60.4	58000	78	41.5
1445	23.8	4069	162.9	63.2	17200	69	42.0
340	19.2	12480	165.7	52.7	25100	70	42.5
1593	23.9	14696	163.5	63.9	16000	64	40.5
507	20.4	2277	168.2	57.7	43900	73	40.0
1753	22.3	12662	160.8	57.7	53200	74	41.0
1526	26.8	9200	155.9	65.1	45400	71	41.0
443	20.2	3249	153.4	47.5	36500	73	39.0
748	25.0	11356	168.1	70.6	50800	70	42.5
67	29.6	14393	161.6	77.3	33000	60	40.0
1762	25.1	9929	157.4	62.2	54500	64	41.0
1142	22.1	9261	161.0	57.3	41800	65	41.0
1376	20.6	1883	177.7	65.0	71500	79	43.0
894	30.0	11478	157.8	74.7	52800	57	40.0
450	23.6	13360	169.7	68.0	40700	70	42.5
376	29.0	10324	167.7	81.6	38600	68	42.5
1094	19.8	10233	173.7	59.7	30100	70	42.5
1662	26.0	3735	164.2	70.1	46900	57	43.0
463	22.1	11113	154.9	53.0	39700	65	41.5
367	24.1	11994	171.5	70.9	52700	67	42.0
1108	25.0	13968	163.4	66.7	30700	64	41.5
296	21.4	8320	173.3	64.3	35400	68	44.0
335	23.3	11478	170.3	67.6	36200	65	41.5
1372	22.5	8138	171.5	66.2	40500	62	42.5
776	15.5	3431	180.4	50.4	46600	80	42.5
530	28.6	12783	166.8	79.6	59600	61	43.0
46	24.5	11903	174.4	74.5	18300	65	42.0
402	27.3	304	162.4	72.0	56700	78	41.0
1425	19.0	881	168.5	53.9	47900	80	43.0
1771	24.8	4676	161.7	64.8	20600	77	42.0
58	19.7	9990	168.1	55.7	51800	71	42.5
1706	23.8	11690	167.4	66.7	35900	65	42.0
1361	21.1	7196	151.6	48.5	34500	73	41.0
815	27.6	12632	161.0	71.5	48800	71	42.0
597	18.4	5344	166.5	51.0	41800	76	42.5
678	21.4	9231	150.3	48.3	37400	72	39.5
1612	28.5	121	164.4	77.0	30900	73	42.0
100	23.4	12996	171.6	68.9	34500	72	41.0
1293	23.6	14696	173.5	71.0	47400	62	42.5
834	25.9	5891	159.9	66.2	25200	67	41.5
70	20.2	8836	173.9	61.1	36500	75	42.5
1632	21.0	9868	172.9	62.8	61100	64	44.0
575	27.7	395	151.0	63.2	52100	82	41.0
1784	24.9	12753	165.8	68.4	48900	66	43.0
1259	19.5	11265	166.5	54.1	39500	67	42.5
471	26.1	9322	174.9	79.8	26600	74	41.5
1721	24.9	850	166.9	69.4	36900	80	41.5
106	21.6	14362	174.1	65.5	30800	70	43.0
928	20.0	3796	159.9	51.1	56500	71	41.5
827	16.6	547	154.6	39.7	30800	81	41.0
71	19.2	11812	160.8	49.6	53400	75	41.0
1329	28.0	61	175.3	86.0	62700	71	43.0
753	24.7	2156	171.0	72.2	26700	69	43.5
1729	27.1	121	180.1	87.9	12000	72	43.5
320	23.4	547	155.6	56.7	43200	66	41.5
801	24.3	14211	171.8	71.7	52000	68	43.0
953	31.5	14393	169.9	90.9	36900	61	43.0
620	22.0	10810	163.1	58.5	25900	67	41.0
525	17.6	6498	170.0	50.9	41700	68	42.5
318	19.0	273	165.9	52.3	40200	65	41.0
1580	22.0	8229	168.0	62.1	48900	64	42.5
1658	31.5	12601	169.4	90.4	26700	69	43.0
1395	15.0	30	171.4	44.1	42300	79	42.0
1245	24.2	10931	165.6	66.4	57100	69	42.0
494	31.9	9079	176.6	99.5	20000	58	43.0
298	24.1	10749	163.6	64.5	58900	70	42.0
1584	25.9	3947	177.2	81.3	42700	76	43.0
1179	27.2	30	157.7	67.6	50600	79	40.0
274	31.9	8927	158.6	80.2	22500	72	41.0
665	17.4	729	159.0	44.0	42500	78	40.5
1728	23.3	8168	171.2	68.3	26400	68	44.0
1573	21.4	13117	159.8	54.6	26900	66	39.5
1158	17.6	7986	174.7	53.7	42200	70	41.0
1151	31.9	13694	161.6	83.3	43500	63	41.5
1435	24.5	3796	167.6	68.8	42300	83	43.0
757	29.1	12753	169.2	83.3	66600	63	40.5
388	29.3	6619	158.4	73.5	38400	80	40.5
800	29.6	6650	156.0	72.0	56600	74	40.5
305	20.4	2217	166.8	56.8	27700	70	42.0
1418	18.1	61	163.2	48.2	39100	71	40.5
304	28.6	334	168.2	80.9	22600	83	41.5
1563	24.7	12206	156.3	60.3	50400	63	40.5
50	26.1	12176	162.7	69.1	71300	61	41.5
1317	24.9	12723	163.8	66.8	40700	75	42.0
1192	22.8	5071	149.2	50.8	34500	79	39.0
934	26.0	30	171.5	76.5	45600	89	43.0
1781	25.5	10870	160.1	65.4	61300	67	41.0
1400	30.2	14666	174.7	92.2	51700	59	42.5
1446	26.6	12814	160.5	68.5	44100	72	41.0
1289	23.8	11690	161.6	62.2	56600	69	41.0
260	21.9	5800	156.9	53.9	38900	80	40.5
21	24.8	14393	172.5	73.8	51200	61	43.0
1719	18.6	850	168.0	52.5	23900	75	42.5
641	31.5	14059	174.1	95.5	41300	68	42.0
475	26.0	2186	163.7	69.7	42900	80	42.0
1408	18.1	850	164.7	49.1	22500	70	41.5
1204	21.9	13239	154.1	52.0	38700	65	42.0
1141	25.7	6802	160.9	66.5	24200	76	41.5
1698	25.0	698	166.1	69.0	24000	71	41.0
1782	24.0	13360	167.5	67.3	69400	63	40.5
1121	26.3	3036	176.9	82.3	41400	80	43.0
717	31.5	7409	153.0	73.7	34600	67	39.5
1509	25.9	30	166.5	71.8	41500	79	41.5
1652	22.3	11053	162.6	59.0	36200	73	41.5
1122	20.0	10658	165.5	54.8	30700	62	42.0
609	29.0	11721	165.7	79.6	69100	69	42.5
466	25.2	4798	163.8	67.6	42800	78	42.0
1624	21.6	759	157.6	53.6	56400	78	42.0
610	15.5	3492	156.4	37.9	56100	66	41.0
1279	22.5	12814	163.3	60.0	44100	65	41.5
491	30.9	11690	155.8	75.0	41600	72	41.0
543	25.8	3978	164.3	69.6	19800	77	40.5
1653	23.7	729	163.4	63.3	34100	82	43.0
1597	30.1	11964	149.1	66.9	39300	68	41.0
784	27.5	273	177.6	86.7	24000	80	44.0
549	25.4	12085	165.5	69.6	57100	71	41.0
1260	27.9	121	149.2	62.1	47400	74	40.0
702	21.7	12298	166.6	60.2	57800	68	43.5
1049	24.8	10081	163.7	66.5	38500	65	40.5
378	20.6	10051	156.4	50.4	32500	67	40.0
533	15.7	516	167.0	43.8	54000	80	42.5
84	16.2	1427	158.9	40.9	39600	72	41.5
350	19.7	11053	166.3	54.5	55100	70	42.0
986	20.5	11113	160.4	52.7	47800	68	40.5
1679	21.3	1123	159.1	53.9	36200	78	41.5
1403	30.6	13816	164.9	83.2	64800	66	43.0
257	24.9	11265	154.5	59.4	30100	64	40.5
1574	19.7	2702	164.5	53.3	34600	76	42.0
205	23.9	3978	169.3	68.5	49100	69	43.5
819	31.5	12723	173.3	94.6	43800	72	43.0
1469	23.2	14484	172.1	68.7	46000	65	43.0
1367	19.7	9899	173.8	59.5	42700	66	43.5
1626	27.8	12844	162.0	73.0	43900	59	41.5
794	25.9	11235	158.3	64.9	43000	64	39.0
1565	22.1	5587	170.3	64.1	30900	70	42.5
1338	22.3	9747	161.6	58.2	52800	71	39.0
763	29.0	9868	165.0	79.0	38400	69	42.5
1780	25.1	4555	169.9	72.5	34900	67	43.0
911	18.3	334	178.1	58.0	32800	75	43.0
1562	31.5	12723	168.4	89.3	60700	76	42.0
605	26.0	11569	166.3	71.9	46000	68	40.0
464	18.8	1123	157.7	46.8	61900	73	41.0
1609	24.4	3188	172.6	72.7	37300	67	42.5
238	24.6	3917	167.7	69.2	41200	80	42.5
330	29.5	6680	162.7	78.1	35100	69	41.0
114	26.3	1093	162.1	69.1	13700	85	41.5
473	15.1	152	162.4	39.8	27800	69	42.5
586	24.7	4706	165.3	67.5	35500	67	41.0
871	18.8	1093	155.5	45.5	56800	67	40.0
1208	17.4	5344	172.9	52.0	46900	71	41.0
1673	24.2	12996	171.7	71.3	36600	69	42.5
1487	24.3	4676	163.9	65.3	24300	71	41.0
849	31.8	13816	162.4	83.9	47000	61	42.5
1455	24.1	4676	164.8	65.5	50300	71	43.0
1025	24.5	9565	166.0	67.5	49900	69	42.5
1752	26.7	9231	163.0	70.9	19200	75	42.0
1042	25.4	7318	171.5	74.7	52600	70	43.0
412	19.4	243	155.7	47.0	52600	73	41.0
288	21.1	14514	160.4	54.3	68300	70	42.5
650	19.3	12571	170.0	55.8	33600	71	42.5
420	25.2	4798	167.1	70.4	47100	70	42.0
537	26.9	12237	160.6	69.4	31700	68	41.5
599	19.8	4130	167.6	55.6	29000	69	41.5
415	22.6	11478	159.8	57.7	56300	61	42.5
992	29.1	10567	163.0	77.3	47300	68	41.5
882	23.3	4706	171.8	68.8	58000	73	42.5
118	21.4	6437	171.1	62.6	33100	74	43.0
1513	17.6	759	166.9	49.0	35100	77	41.5
1533	29.5	13421	158.2	73.8	49700	62	41.5
1241	24.9	12692	162.5	65.8	33100	66	42.0
416	20.3	2733	165.6	55.7	56700	72	41.0
1498	21.9	10688	174.5	66.7	40600	71	43.0
798	20.0	9049	153.4	47.1	51100	62	42.0
1283	23.9	820	159.3	60.6	27900	87	41.0
598	15.6	30	172.3	46.3	25400	74	44.0
484	18.9	334	173.8	57.1	44000	71	42.0
269	18.0	5739	164.5	48.7	46400	68	42.0
1553	24.3	9838	175.0	74.4	35900	70	41.5
379	23.3	11447	160.2	59.8	39800	79	41.0
872	28.5	11387	155.2	68.6	34800	65	39.5
16	23.8	8289	170.1	68.9	50100	73	42.5
949	19.2	4676	173.4	57.7	35800	72	44.0
30	19.2	11265	173.3	57.7	51900	65	42.0
516	30.6	13998	159.4	77.7	41000	65	41.0
704	31.5	12723	166.3	87.1	37900	65	43.5
1140	24.9	13209	170.5	72.4	21900	70	43.0
881	21.0	9808	167.0	58.6	39800	78	42.0
1681	31.2	6923	174.4	94.9	45100	72	43.0
821	20.1	10385	162.4	53.0	40400	73	42.0
1115	20.2	10840	164.5	54.7	25600	80	44.0
292	20.8	14089	166.5	57.7	56200	65	43.0
509	21.6	12115	170.4	62.7	71800	68	42.0
654	27.2	9200	163.7	72.9	40400	72	42.0
1407	25.9	13026	171.0	75.7	63000	62	43.0
351	28.9	12662	175.4	88.9	26100	63	43.0
1114	28.6	6589	161.6	74.7	20400	69	41.5
374	25.5	12237	163.9	68.5	34200	67	41.0
52	20.8	12146	171.3	61.0	46000	71	42.5
1470	25.9	12905	177.5	81.6	22300	70	43.0
762	25.1	12449	169.1	71.8	43200	62	43.0
926	24.7	9960	159.9	63.2	65500	63	41.5
1272	29.4	8623	166.3	81.3	23200	83	43.5
1686	29.9	6711	171.2	87.6	31400	77	42.5
1463	24.5	8138	159.7	62.5	28800	72	42.5
492	20.1	3583	158.0	50.2	32500	71	40.0
1284	25.6	61	162.8	67.8	32100	82	41.5
1398	25.1	820	169.3	71.9	30800	80	42.0
863	28.1	6619	156.1	68.5	40300	72	40.5
623	26.8	182	160.5	69.0	43600	77	42.5
352	28.9	13634	166.8	80.4	69500	68	42.0
72	25.9	11387	172.1	76.7	31800	78	43.0
852	25.5	12723	166.9	71.0	38800	64	42.0
567	31.9	13330	167.4	89.4	49900	63	41.0
1033	23.8	12419	171.5	70.0	37700	62	43.0
1207	27.2	30	175.4	83.7	46900	74	42.5
1127	26.6	11660	174.7	81.2	39800	62	42.5
1220	20.4	12783	151.7	46.9	50200	65	41.0
1363	31.8	13269	165.6	87.2	64400	67	41.5
133	20.2	14393	170.9	59.0	32900	66	43.0
1036	22.2	8198	176.0	68.8	55200	74	43.5
1305	26.8	12753	169.2	76.7	25600	65	41.0
1492	21.1	12662	159.4	53.6	42000	71	42.0
754	24.2	12540	160.3	62.2	44500	65	40.0
1514	26.6	6589	160.5	68.5	22700	68	40.5
691	25.4	9018	167.0	70.8	25800	69	43.0
1689	18.7	5101	161.9	49.0	22200	72	41.5
504	24.6	12328	145.2	51.9	23600	65	39.0
427	17.6	486	157.3	43.5	12000	79	41.5
1741	23.0	8168	162.1	60.4	27100	73	40.0
722	18.0	5800	156.1	43.9	38400	75	39.5
705	25.7	4038	157.1	63.4	40200	65	41.0
162	20.2	8715	178.3	64.2	46600	70	43.5
496	28.4	30	164.9	77.2	20800	76	41.5
528	17.7	8047	162.5	46.7	34200	66	42.5
1495	22.5	577	169.3	64.5	59300	81	43.5
228	25.8	6589	172.4	76.7	53100	72	42.0
285	25.6	7105	179.6	82.6	50800	62	43.5
999	25.0	9504	176.1	77.5	31300	71	44.5
1134	15.2	304	167.8	42.8	39600	77	41.5
1711	17.5	7105	155.0	42.0	12000	66	41.0
1691	18.5	1518	158.5	46.5	34000	72	41.0
1218	24.5	2915	162.4	64.6	50900	76	41.5
673	29.1	10779	168.3	82.4	26600	64	43.0
186	20.6	11144	165.6	56.5	20200	65	43.5
1056	24.1	12146	155.4	58.2	44600	64	41.0
655	25.9	12935	154.3	61.7	43700	72	40.5
1396	15.7	121	166.7	43.6	42500	81	42.5
897	24.6	8077	165.8	67.6	36500	74	42.0
1777	30.1	6771	163.6	80.6	31700	76	42.0
1344	21.1	13117	168.1	59.6	50800	66	42.5
1426	17.1	304	173.1	51.2	47500	79	42.0
161	31.5	11933	167.0	87.9	43100	72	43.0
1331	27.8	364	158.9	70.2	30400	78	40.5
1566	17.0	152	177.4	53.5	18000	70	43.5
332	23.3	9717	163.9	62.6	44500	61	41.0
1257	15.5	3036	165.3	42.4	40600	75	43.0
112	31.8	9383	160.8	82.2	39100	66	42.0
1557	26.3	1093	158.0	65.7	38600	72	41.0
1181	18.3	8684	158.5	46.0	25200	64	41.5
1364	28.5	9261	157.1	70.3	40700	70	42.0
1197	31.7	13816	145.4	67.0	53000	65	40.5
1720	21.5	7986	164.0	57.8	29000	76	40.5
1156	27.6	12540	172.2	81.8	21600	70	43.5
56	27.0	152	158.6	67.9	12000	75	40.0
331	22.1	8198	181.6	72.9	52900	74	45.0
220	31.3	14484	174.0	94.8	51400	62	43.0
804	18.4	304	164.9	50.0	50500	70	42.5
465	31.7	11903	157.8	78.9	31400	68	41.0
1037	31.1	6771	154.6	74.3	44100	72	39.5
614	29.4	11296	164.3	79.4	46400	62	40.5
1277	30.4	13360	165.4	83.2	35200	62	42.0
1227	17.6	7743	163.7	47.2	37000	71	42.0
1697	31.5	12146	172.0	93.2	54400	66	44.0
646	23.4	12389	174.7	71.4	63400	63	42.0
333	20.2	13148	168.1	57.1	42700	71	41.5
983	29.2	14362	168.4	82.8	52000	65	41.5
117	19.8	4130	162.9	52.5	57200	69	41.5
1774	22.9	5374	165.0	62.3	29900	72	41.0
1113	24.4	9899	167.7	68.6	30600	66	41.0
284	23.0	12540	162.9	61.0	29000	66	43.5
735	19.5	12935	169.3	55.9	37800	69	42.5
77	21.1	14211	158.1	52.7	42000	63	40.5
738	16.4	486	160.2	42.1	28200	77	40.5
1564	21.0	9686	158.2	52.6	46100	62	42.5
192	29.2	8806	160.7	75.4	49400	71	41.0
1604	22.1	61	163.1	58.8	19200	83	41.0
910	20.3	12571	171.7	59.8	41400	75	43.5
1256	23.7	12389	165.3	64.8	37300	69	41.5
393	29.4	14028	156.7	72.2	35100	79	41.0
1111	27.9	6650	155.9	67.8	36700	75	41.0
32	31.5	14423	162.3	83.0	60000	66	40.5
434	17.5	7743	170.4	50.8	48000	72	42.5
601	24.4	13360	174.1	74.0	23100	72	41.5
1389	19.5	12844	154.7	46.7	50300	68	41.0
899	21.9	12206	167.4	61.4	33400	69	42.0
830	24.0	12298	162.4	63.3	36000	75	41.5
209	21.4	13330	162.9	56.8	41200	67	42.0
1603	20.9	14484	158.1	52.2	45200	62	41.0
1058	15.0	0	163.6	40.1	34800	80	42.0
1413	31.5	10324	157.8	78.4	27300	72	40.5
1011	25.8	61	163.3	68.8	19000	79	42.0
1750	30.8	11690	172.5	91.6	36000	64	42.5
994	23.8	14939	169.1	68.1	30600	68	42.5
319	23.5	516	177.4	74.0	36400	75	44.5
448	26.7	213	168.4	75.7	47900	73	41.5
217	21.6	10658	166.1	59.6	44500	72	42.0
978	16.8	850	168.6	47.8	61600	71	43.0
1744	25.9	6255	160.0	66.3	28100	71	40.0
1620	21.8	10719	151.4	50.0	33300	71	40.0
1253	24.2	9838	170.2	70.1	40900	67	42.0
925	31.8	8077	153.3	74.7	71200	74	40.5
324	21.4	14271	172.3	63.5	32700	69	41.0
865	22.9	5405	169.9	66.1	37900	71	41.5
631	24.3	9838	159.5	61.8	52600	66	41.0
797	17.6	7804	162.2	46.3	49000	73	41.5
1546	24.7	4099	164.9	67.2	58100	78	42.5
1359	30.2	6650	159.0	76.3	62100	70	42.0
259	27.9	364	168.5	79.2	43600	65	43.5
1365	19.1	2429	169.1	54.6	51200	82	43.0
1402	29.2	14302	155.6	70.7	52300	75	40.0
363	27.1	334	159.6	69.0	33000	78	42.0
263	23.1	12814	164.8	62.7	19300	74	43.0
109	18.5	8806	172.4	55.0	39100	60	42.5
401	25.2	8775	169.2	72.1	36600	71	42.5
1560	21.4	12206	149.8	48.0	53700	73	39.5
1254	24.8	9352	163.1	66.0	43400	70	41.0
446	21.8	152	168.1	61.6	50600	71	42.5
980	22.9	6528	159.8	58.5	23300	76	40.5
1321	31.2	6802	159.3	79.2	57900	77	41.5
329	22.1	5587	160.1	56.6	12000	69	40.5
231	24.7	2186	163.0	65.6	31000	78	40.5
37	22.8	8138	158.6	57.4	50800	77	40.5
1167	25.3	11872	169.3	72.5	36200	77	41.5
710	18.5	1366	159.4	47.0	27300	68	41.5
169	27.6	12571	158.3	69.2	38400	75	42.5
1554	25.8	6559	162.4	68.0	53500	78	43.0
456	21.7	425	174.6	66.2	19000	71	42.5
295	17.0	213	168.4	48.2	51100	80	41.0
1145	28.8	14241	168.8	82.1	60000	60	42.0
552	22.2	15000	166.9	61.8	32700	65	42.0
756	23.3	9140	158.8	58.8	27600	79	42.0
1047	17.4	5344	160.8	45.0	41100	77	42.5
150	31.8	11933	159.7	81.1	35700	66	41.5
1022	24.2	3492	172.1	71.7	40600	69	43.0
95	29.0	10810	166.9	80.8	41200	65	43.0
915	19.8	12480	154.2	47.1	14900	65	40.0
511	24.0	12419	174.4	73.0	28100	57	42.5
1311	23.8	12024	162.8	63.1	24200	69	41.0
671	28.1	516	169.2	80.4	43000	75	41.5
766	17.5	7773	171.8	51.7	52200	80	43.0
1508	18.8	4949	148.3	41.3	33500	75	39.0
1341	24.3	8381	168.0	68.6	45100	69	41.0
